index,age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
17573,42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,>50K
21964,32,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K
21980,41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K
7746,57,Federal-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,48,United-States,>50K
18952,68,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
27605,39,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K
12420,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K
1736,49,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
19209,21,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
9091,54,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
148,39,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,42,United-States,>50K
13524,43,Private,HS-grad,Divorced,Machine-op-inspct,Other-relative,Black,Male,40,United-States,<=50K
4555,37,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,24,United-States,>50K
11055,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,35,United-States,>50K
29393,43,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
14822,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21697,30,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
9989,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,>50K
28727,28,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K
20553,50,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,<=50K
41,50,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,72,United-States,>50K
29669,61,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
21853,42,Private,HS-grad,Separated,Sales,Unmarried,White,Female,45,United-States,<=50K
29346,47,Private,Some-college,Widowed,Transport-moving,Unmarried,White,Female,25,Outlying-US(Guam-USVI-etc),<=50K
14439,52,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
18390,46,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,15,United-States,<=50K
27901,40,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,50,United-States,>50K
19429,32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
2501,36,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,36,United-States,>50K
14363,35,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,50,United-States,<=50K
15416,47,Private,Some-college,Divorced,Sales,Unmarried,White,Female,60,United-States,<=50K
14762,45,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
19464,38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,<=50K
23478,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
27266,46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
4612,61,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
334,32,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K
24835,41,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K
15044,49,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
15903,43,Federal-gov,Some-college,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,15,United-States,<=50K
626,54,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
6648,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,50,United-States,>50K
13015,53,Private,Preschool,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K
18969,45,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
18288,31,State-gov,12th,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
11390,31,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
29593,40,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K
8604,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,45,United-States,<=50K
4509,31,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K
18824,37,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,>50K
1227,46,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,48,United-States,<=50K
14092,39,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,<=50K
23229,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,>50K
8835,31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
16733,59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
4635,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
27214,41,Private,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,60,United-States,>50K
2002,23,Private,11th,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Vietnam,>50K
12949,40,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
15088,66,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,24,United-States,>50K
2084,27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,46,United-States,>50K
19329,35,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,<=50K
27123,23,Private,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,25,Philippines,<=50K
13625,23,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
11681,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
2333,31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,43,United-States,>50K
7082,30,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
8655,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K
21078,25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
19247,62,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
2727,47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K
9886,27,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,>50K
14863,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K
9950,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
5342,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
17320,40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
9574,31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
17865,29,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
18726,43,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
23107,24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
11054,34,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
9747,39,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K
30009,46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K
1913,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,>50K
14791,38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,United-States,>50K
17375,52,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,30,United-States,>50K
24112,48,Private,Bachelors,Divorced,Sales,Not-in-family,Black,Male,40,United-States,>50K
22263,34,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Puerto-Rico,>50K
3413,57,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
9397,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,<=50K
18213,41,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
2082,32,Private,Prof-school,Never-married,Sales,Not-in-family,White,Female,50,United-States,>50K
15876,50,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
3944,52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
672,27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
21840,30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K
25690,32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K
22957,29,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,<=50K
25188,54,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
28869,29,Self-emp-inc,HS-grad,Separated,Prof-specialty,Other-relative,White,Male,25,United-States,<=50K
9278,58,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,United-States,>50K
10342,29,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
4,74,State-gov,Doctorate,Never-married,Prof-specialty,Other-relative,White,Female,20,United-States,>50K
5525,39,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,50,United-States,<=50K
22207,39,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Black,Male,45,United-States,<=50K
17207,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
26784,35,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,65,United-States,<=50K
14884,42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K
7857,46,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
29731,41,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
15329,58,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
6296,64,Local-gov,11th,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K
13712,21,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,8,United-States,<=50K
9724,38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
19477,63,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,>50K
2086,65,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K
9099,50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,>50K
2324,35,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
3652,55,Private,10th,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K
5753,27,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
7234,54,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
24619,46,Private,7th-8th,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
3856,69,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K
17495,22,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K
18609,45,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
25506,50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
21136,31,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
809,44,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K
6694,36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
19159,45,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,3,United-States,<=50K
12112,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
28065,42,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,39,United-States,>50K
5637,58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
17476,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
4348,34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
23649,30,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,Dominican-Republic,<=50K
10805,43,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
19428,33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
320,29,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,>50K
2637,36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
10401,32,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
28170,32,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
7001,54,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,>50K
13454,71,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
11337,36,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
22739,21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K
22559,17,Private,11th,Never-married,Transport-moving,Own-child,White,Female,16,United-States,<=50K
16223,18,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,30,United-States,<=50K
13103,37,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
23947,53,Local-gov,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
27989,44,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
1872,31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,48,Philippines,>50K
22017,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
17616,28,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,65,United-States,>50K
10103,21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K
19037,47,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K
8271,62,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
1851,50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K
16281,44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,>50K
2625,38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
1105,34,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K
14781,74,Private,1st-4th,Widowed,Priv-house-serv,Not-in-family,Black,Female,15,United-States,<=50K
26815,35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
24407,30,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
66,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
26337,52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
12593,43,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
6163,18,Local-gov,12th,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,<=50K
13617,54,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,Mexico,<=50K
586,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
3118,44,Local-gov,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
27710,44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,>50K
18216,41,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
17464,35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
15752,30,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K
22826,40,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,50,United-States,<=50K
18140,50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
27291,24,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Female,40,United-States,<=50K
11869,30,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
24346,53,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
11459,42,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K
15798,42,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,>50K
6549,39,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
26369,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K
29475,24,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,45,United-States,<=50K
2755,35,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
22450,53,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
5587,40,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,60,United-States,<=50K
17955,39,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
25301,62,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,United-States,<=50K
12578,30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
8421,30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
1286,31,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
5922,42,Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,35,United-States,<=50K
574,50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
545,59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K
15900,34,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
22147,18,Private,11th,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K
27791,35,Private,12th,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,<=50K
23672,35,Private,10th,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
25701,50,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,65,United-States,<=50K
16283,55,Private,Bachelors,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K
19317,40,Private,10th,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
6121,55,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,18,United-States,>50K
26299,47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
15547,27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K
23424,61,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
14216,38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,50,United-States,<=50K
21470,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,85,United-States,<=50K
16674,56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
156,57,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,>50K
14890,55,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
27899,19,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K
12948,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,>50K
25355,49,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
27142,41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
26029,31,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K
24668,42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,<=50K
10062,31,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,97,United-States,>50K
26639,37,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
27685,20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
16864,41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
15456,27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,Puerto-Rico,<=50K
11294,58,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K
8424,35,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
2077,39,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
19350,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
2208,24,Private,Assoc-acdm,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,40,United-States,>50K
10188,45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
9657,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K
27143,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K
8720,41,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
17626,34,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
29965,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
6056,49,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,42,United-States,<=50K
25976,18,Private,11th,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K
6722,21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
7758,75,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,24,United-States,<=50K
12315,48,Self-emp-not-inc,Bachelors,Married-spouse-absent,Sales,Own-child,White,Male,50,United-States,>50K
29977,41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
13369,40,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
25243,43,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
13163,23,Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,25,Jamaica,<=50K
12675,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
7331,28,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,85,United-States,<=50K
2692,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
14975,38,Private,Bachelors,Never-married,Sales,Unmarried,White,Female,45,United-States,<=50K
6791,37,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,56,United-States,<=50K
29511,33,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
26233,28,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,15,United-States,<=50K
25063,41,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
5118,37,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,>50K
